Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
single,Change of institution/course,2nd choice,Social Service,daytime,Secondary education,122.0,Portuguese,Basic Ed 3rd Cycle,Degree,Services/Security/Sales,Intellectuals,112.6,no,no,yes,yes,female,no,20,no,5,11,18,8,12.625,0,4,10,10,3,11.0,0,11.1,0.6,2.02,Enrolled
single,2nd phase - general contingent,2nd choice,Veterinary Nursing,daytime,Secondary education,128.0,Portuguese,Bachelor's,Basic Ed 3rd Cycle,Intellectuals,Administrative,123.3,yes,no,no,yes,female,yes,20,no,0,6,6,6,14.83333333,0,0,6,8,6,12.14285714,0,8.9,1.4,3.51,Graduate
single,2nd phase - general contingent,3rd choice,Advertising and Marketing Management,daytime,Secondary education,129.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Services/Security/Sales,Administrative,129.4,no,no,no,yes,female,yes,19,no,0,6,7,5,11.2,0,0,6,10,5,13.125,0,10.8,1.4,1.74,Dropout
single,2nd phase - general contingent,2nd choice,Management,daytime,Secondary education,122.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Administrative,Farmers,119.9,no,no,no,yes,female,yes,21,no,0,5,6,5,11.4,0,0,5,6,5,12.2,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent ,5th choice,Nursing,daytime,Secondary education,140.0,Portuguese,Secondary Education,Other 11th,Technicians,Armed Forces,131.6,yes,no,no,yes,female,no,18,no,0,7,8,7,13.135,0,0,8,9,8,13.24444444,0,12.4,0.5,1.79,Graduate
single,Change of institution/course,2nd choice,Communication Design,daytime,Secondary education,143.0,Portuguese,Secondary Education,Secondary Education,Administrative,Administrative,120.0,yes,no,no,yes,female,no,21,no,3,10,10,10,13.0,0,5,11,11,10,11.4,0,11.1,0.6,2.02,Dropout
single,1st phase - general contingent ,5th choice,Nursing,daytime,Secondary education,118.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Technicians,Technicians,110.0,yes,no,no,yes,female,no,19,no,0,7,12,4,12.85,0,0,7,7,7,12.62142857,0,11.1,0.6,2.02,Enrolled
single,Technological specialization diploma holders,2nd choice,Social Service,daytime,Technological specialization course,140.0,Portuguese,Secondary Education,Basic Ed 3rd Cycle,Cleaners,Army Sergeants,143.0,no,no,no,yes,female,no,20,no,3,6,6,6,13.5,0,2,6,9,5,12.5,0,13.9,-0.3,0.79,Graduate
single,Technological specialization diploma holders,2nd choice,Veterinary Nursing,daytime,Secondary education,140.0,Portuguese,Secondary Education,Bachelor's,Technicians,Technicians,140.0,no,no,no,yes,female,no,20,no,0,6,7,6,14.28571429,0,0,6,9,3,13.0,0,13.9,-0.3,0.79,Enrolled
single,1st phase - general contingent ,2nd choice,Advertising and Marketing Management,daytime,Secondary education,123.0,Portuguese,Other 11th,Secondary Education,Unskilled Workers,Unskilled Workers,119.2,yes,no,no,yes,female,yes,18,no,0,6,8,5,13.5,0,0,6,6,6,14.5,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent ,2nd choice,Management,daytime,Secondary education,140.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Unskilled Workers,124.3,yes,no,no,yes,female,yes,18,no,0,5,8,4,10.75,0,0,5,5,5,13.0,0,12.4,0.5,1.79,Graduate
single,2nd phase - general contingent,2nd choice,Social Service,daytime,Secondary education,116.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Skilled Workers,Skilled Workers,111.1,yes,no,no,yes,female,yes,18,no,0,6,9,6,11.33333333,0,0,6,9,6,11.83333333,0,8.9,1.4,3.51,Graduate
single,Change of course,2nd choice,Veterinary Nursing,daytime,Technological specialization course,150.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Farmers,Farmers,150.0,yes,no,no,yes,female,yes,21,no,2,7,15,3,13.0,2,1,5,12,5,13.28571429,1,10.8,1.4,1.74,Graduate
single,1st phase - general contingent ,2nd choice,Nursing,daytime,Secondary education,147.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 3rd Cycle,Services/Security/Sales,Machine Operators,147.3,no,no,no,yes,female,no,18,no,0,7,7,6,13.96666667,0,0,7,7,6,13.96666667,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent ,2nd choice,Nursing,daytime,Secondary education,162.0,Portuguese,Basic Ed 3rd Cycle,Secondary Education,Services/Security/Sales,Services/Security/Sales,147.5,yes,no,no,yes,female,yes,18,no,0,8,8,8,14.14125,0,0,8,8,8,14.14125,0,9.4,-0.8,-3.12,Graduate
single,2nd phase - general contingent,3rd choice,Tourism ,daytime,Secondary education,108.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Skilled Workers,108.0,yes,no,no,yes,female,yes,20,no,0,6,10,4,11.6,0,0,6,10,4,11.75,0,12.7,3.7,-1.7,Graduate
married,Transfer,2nd choice,Nursing,daytime,bachelor's degree,130.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,130.0,no,no,no,yes,female,yes,32,no,0,8,8,8,14.6625,0,0,8,8,8,14.6625,0,9.4,-0.8,-3.12,Graduate
married,Over 23 years old,2nd choice,Management (evening attendance),evening,Secondary education,140.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Armed Forces,130.0,no,no,no,yes,female,no,34,no,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Enrolled
single,1st phase - general contingent ,3rd choice,Nursing,daytime,Secondary education,116.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Technicians,Technicians,109.0,yes,no,no,yes,female,yes,23,no,0,7,8,6,12.99333333,0,0,8,9,8,12.66875,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent ,6th choice,Advertising and Marketing Management,daytime,Secondary education,120.0,Portuguese,Master's,Secondary Education,Administrative,Armed Forces,112.0,yes,no,no,yes,female,no,18,no,0,6,10,4,11.25,0,0,6,11,5,12.2,0,8.9,1.4,3.51,Enrolled
single,2nd phase - general contingent,2nd choice,Social Service (evening attendance),evening,Secondary education,132.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 3rd Cycle,Services/Security/Sales,Services/Security/Sales,121.2,no,no,no,yes,female,no,18,no,0,6,8,5,12.2,0,0,6,10,5,12.8,0,10.8,1.4,1.74,Graduate
single,Change of course,2nd choice,Animation and Multimedia Design,daytime,bachelor's degree,140.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,140.0,yes,no,no,yes,female,no,34,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout
single,Over 23 years old,2nd choice,Social Service (evening attendance),evening,Secondary education,120.0,Moldova,Secondary Education,Secondary Education,Administrative,Skilled Workers,119.5,no,no,yes,yes,female,no,25,yes,2,6,6,6,11.33333333,0,0,6,6,4,11.75,0,8.9,1.4,3.51,Enrolled
single,1st phase - general contingent ,2nd choice,Management,daytime,Secondary education,136.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 2nd Cycle,Industry/construction unskilled,Machine operators,125.9,no,no,no,yes,female,no,21,no,0,5,7,5,12.2,0,0,5,7,5,11.8,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent ,2nd choice,Tourism ,daytime,Secondary education,133.0,Portuguese,Basic Ed 3rd Cycle,12th Not Completed,Student,Student,121.5,yes,no,no,yes,female,yes,20,no,0,6,12,0,0.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout
single,1st phase - general contingent ,6th choice,Social Service,daytime,Secondary education,126.0,Portuguese,8th,Basic Ed 3rd Cycle,Student,Intellectuals,121.5,yes,no,no,yes,female,no,18,no,0,6,8,6,11.33333333,0,0,6,6,6,11.66666667,0,7.6,2.6,0.32,Graduate
single,2nd phase - general contingent,2nd choice,Veterinary Nursing,daytime,Secondary education,142.0,Portuguese,Degree,Basic Ed 1st Cycle,Administrative,Machine Operators,132.4,yes,no,no,yes,female,no,18,no,0,6,8,6,13.85714286,0,0,6,15,6,13.1,0,12.4,0.5,1.79,Graduate
single,2nd phase - general contingent,2nd choice,Journalism and Communication,daytime,Secondary education,121.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,122.4,no,no,no,yes,female,no,18,no,0,6,7,6,12.85714286,0,0,6,6,6,13.33333333,0,13.9,-0.3,0.79,Graduate
single,Over 23 years old,2nd choice,Social Service (evening attendance),evening,Secondary education,134.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 2nd Cycle,Administrative,Skilled Workers,110.0,yes,no,no,yes,female,no,24,no,0,6,10,1,10.0,0,0,6,12,0,0.0,0,9.4,-0.8,-3.12,Dropout
single,Change of institution/course,2nd choice,Management,daytime,Secondary education,140.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Skilled Workers,120.4,no,no,yes,no,female,no,32,no,14,15,17,14,10.21428571,0,13,13,13,13,11.38461538,0,16.2,0.3,-0.92,Graduate
single,Over 23 years old,2nd choice,Tourism ,daytime,Secondary education,133.1,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Farmers,105.0,yes,no,yes,no,female,no,24,no,0,6,14,6,11.28571429,0,0,6,16,3,10.33333333,0,8.9,1.4,3.51,Dropout
single,1st phase - general contingent ,2nd choice,Social Service,daytime,Secondary education,157.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Unskilled Workers,Services/Security/Sales,137.8,no,no,no,yes,female,yes,18,no,0,6,6,6,13.83333333,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,Dropout
single,Change of institution/course,2nd choice,Tourism ,daytime,Secondary education,120.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Unskilled Workers,118.0,no,no,no,yes,female,no,28,no,0,6,8,6,12.85714286,0,0,6,8,5,12.6,0,8.9,1.4,3.51,Graduate
single,2nd phase - general contingent,6th choice,Basic Education,daytime,Secondary education,134.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Administrative,Machine Operators,122.1,yes,no,no,yes,female,yes,18,no,0,6,8,6,11.66666667,0,0,6,9,4,12.0,0,10.8,1.4,1.74,Dropout
single,Holders of other higher courses,2nd choice,Basic Education,daytime,degree,140.0,Portuguese,Unknown,Unknown,Student,Student,140.0,yes,no,no,no,female,no,24,no,0,6,12,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent ,2nd choice,Veterinary Nursing,daytime,Secondary education,133.0,Portuguese,Secondary Education,Basic Ed 1st Cycle,Administrative,Armed Forces,143.2,no,no,no,yes,female,no,19,no,0,5,7,5,14.4,0,0,5,6,5,13.2,0,7.6,2.6,0.32,Graduate
married,Over 23 years old,2nd choice,Social Service (evening attendance),evening,Secondary education,146.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Machine Operators,120.5,no,no,no,yes,female,no,44,no,0,6,6,6,14.83333333,0,0,6,6,6,14.16666667,0,10.8,1.4,1.74,Graduate
single,1st phase - special contingent (Madeira Island),4th choice,Veterinary Nursing,daytime,Secondary education,130.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Intellectuals,119.5,yes,no,no,yes,female,yes,18,no,0,6,14,6,14.33333333,0,0,6,9,6,12.0,0,15.5,2.8,-4.06,Graduate
single,1st phase - general contingent ,2nd choice,Animation and Multimedia Design,daytime,Secondary education,151.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Skilled Workers,147.5,yes,no,no,yes,female,no,18,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent ,7th choice,Journalism and Communication,daytime,Secondary education,133.1,Portuguese,Secondary Education,Secondary Education,Other,Other,129.6,no,no,no,yes,female,no,22,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,Dropout
single,3rd phase - general contingent ,2nd choice,Basic Education,daytime,Secondary education,132.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Services/Security/Sales,126.1,no,no,no,yes,female,yes,18,no,0,7,9,6,12.33333333,0,0,7,7,6,12.66666667,0,11.1,0.6,2.02,Graduate
married,Over 23 years old,2nd choice,Management (evening attendance),evening,Secondary education,110.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Administrative,160.0,no,no,no,yes,female,no,44,no,0,5,5,5,11.8,0,0,5,5,5,12.4,0,15.5,2.8,-4.06,Graduate
facto union,Over 23 years old,2nd choice,Basic Education,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Ed 2nd Cycle,Secondary Education,Services/Security/Sales,Technicians,105.5,no,no,yes,yes,female,no,33,no,0,6,7,5,13.2,0,0,6,7,5,10.6,0,7.6,2.6,0.32,Dropout
married,Over 23 years old,2nd choice,Basic Education,daytime,Secondary education,110.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,95.5,no,no,yes,no,female,no,32,no,0,6,6,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout
married,Over 23 years old,2nd choice,Agronomy,daytime,Secondary education,133.1,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Administrative,Administrative,107.5,no,no,no,no,female,no,35,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
single,1st phase - general contingent ,2nd choice,Social Service,daytime,Secondary education,105.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Farmers,Farmers,106.1,yes,no,no,yes,female,no,20,no,0,6,6,6,11.5,0,0,6,7,6,13.28571429,0,11.1,0.6,2.02,Graduate
single,Over 23 years old,2nd choice,Tourism ,daytime,Secondary education,160.0,Portuguese,Degree,Secondary Education,Farmers,Farmers,116.3,yes,no,no,yes,female,no,24,no,0,6,8,5,12.6,0,0,6,7,5,12.2,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent ,2nd choice,Nursing,daytime,Secondary education,144.0,Portuguese,Basic Ed 2nd Cycle,Secondary Education,Unskilled Workers,Armed Forces,137.4,no,no,no,yes,female,no,19,no,0,7,7,7,13.54285714,0,0,8,9,8,14.22222222,0,16.2,0.3,-0.92,Graduate
single,1st phase - general contingent ,2nd choice,Tourism ,daytime,Secondary education,100.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Services/Security/Sales,Services/Security/Sales,101.8,yes,no,no,yes,female,no,21,no,0,6,8,5,11.6,0,0,6,6,5,13.0,0,12.4,0.5,1.79,Enrolled
single,1st phase - general contingent ,3rd choice,Journalism and Communication,daytime,Secondary education,143.0,Portuguese,Secondary Education,Secondary Education,Administrative,Unskilled Workers,144.1,yes,no,no,yes,male,yes,19,no,0,6,7,6,13.66666667,0,0,6,6,6,13.83333333,0,12.7,3.7,-1.7,Graduate
single,Transfer,2nd choice,Agronomy,daytime,Secondary education,160.0,Portuguese,Basic Ed 3rd Cycle,Secondary Education,Unskilled Workers,Services/Security/Sales,107.8,yes,no,no,no,male,no,27,no,0,6,10,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout
single,Over 23 years old,2nd choice,Basic Education,daytime,Secondary education,140.0,Portuguese,Basic Ed 3rd Cycle,Secondary Education,Unskilled Workers,Administrative,128.2,no,no,no,no,female,no,30,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout
single,2nd phase - general contingent,5th choice,Animation and Multimedia Design,daytime,Secondary education,133.1,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Unskilled Workers,117.0,yes,no,no,yes,male,no,21,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout
single,1st phase - general contingent ,2nd choice,Communication Design,daytime,Secondary education,116.0,Portuguese,Secondary Education,Other 11th,Services/Security/Sales,Machine Operators,110.4,yes,no,no,yes,male,no,19,no,0,6,6,6,11.5,0,0,6,8,6,12.28571429,0,8.9,1.4,3.51,Graduate
married,Over 23 years old,2nd choice,Management (evening attendance),evening,Secondary education,120.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Armed Forces,170.0,no,no,no,yes,female,no,34,no,0,5,12,2,11.5,0,0,5,9,4,11.75,0,9.4,-0.8,-3.12,Enrolled
single,Change of course,2nd choice,Nursing,daytime,Secondary education,141.0,Portuguese,Master's,Basic Ed 3rd Cycle,Administrative,Armed Forces,100.0,no,no,no,yes,male,no,18,no,0,7,7,7,11.82857143,0,0,8,10,7,12.9125,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent ,2nd choice,Animation and Multimedia Design,daytime,Secondary education,110.0,Portuguese,Degree,Bachelor's,Technicians,Technicians,117.0,yes,no,no,yes,male,no,21,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent ,3rd choice,Animation and Multimedia Design,daytime,Secondary education,127.0,Portuguese,Degree,Tech Specialization,Legislative/Executives,Technicians,133.5,yes,no,no,yes,male,no,17,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Enrolled
single,1st phase - general contingent ,2nd choice,Nursing,daytime,Secondary education,132.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Administrative,Unskilled Workers,128.0,yes,no,no,yes,female,yes,19,no,0,7,7,6,12.96666667,0,0,7,7,6,12.96666667,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent ,2nd choice,Journalism and Communication,daytime,Secondary education,135.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Farmers,122.1,yes,no,no,yes,male,no,18,no,0,6,6,6,13.83333333,0,0,6,6,6,13.66666667,0,12.7,3.7,-1.7,Graduate
single,2nd phase - general contingent,3rd choice,Nursing,daytime,Secondary education,135.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Armed Forces,133.4,yes,no,no,yes,female,no,19,no,0,7,7,7,14.12571429,0,0,8,8,8,14.36875,0,11.1,0.6,2.02,Graduate
divorced,Over 23 years old,2nd choice,Tourism ,daytime,Secondary education,140.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,112.0,no,no,yes,yes,female,no,45,no,4,10,12,5,12.16666667,4,2,8,8,0,0.0,2,12.7,3.7,-1.7,Dropout
single,Over 23 years old,2nd choice,Veterinary Nursing,daytime,Secondary education,133.1,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Unskilled Workers,Farmers,130.0,yes,no,no,yes,female,no,26,no,0,6,17,6,12.66666667,0,0,6,21,4,12.25,0,15.5,2.8,-4.06,Graduate
married,Over 23 years old,3rd choice,Management (evening attendance),evening,Secondary education,100.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,100.0,yes,no,no,yes,male,no,51,no,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout
married,Over 23 years old,2nd choice,Journalism and Communication,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Farmers,Farmers,162.0,no,no,yes,yes,male,yes,49,no,0,6,8,6,12.28571429,0,0,6,7,6,14.16666667,0,10.8,1.4,1.74,Graduate
single,Transfer,2nd choice,Nursing,daytime,Secondary education,100.0,Portuguese,Degree,Basic Ed 3rd Cycle,Intellectuals,Machine Operators,153.0,no,no,no,yes,male,no,22,no,3,6,7,3,14.5,0,4,7,8,4,14.375,0,15.5,2.8,-4.06,Enrolled
single,2nd phase - general contingent,2nd choice,Management,daytime,Secondary education,137.0,Portuguese,Secondary Education,Basic Ed 1st Cycle,Services/Security/Sales,Unskilled Workers,131.4,yes,no,no,yes,male,no,22,no,0,5,8,2,10.0,0,0,5,7,1,10.0,0,7.6,2.6,0.32,Dropout
married,Holders of other higher courses,2nd choice,Equinculture,daytime,degree,120.0,Portuguese,Degree,Degree,Legislative/Executives,Legislative/Executives,128.2,no,no,no,yes,female,no,33,no,1,5,11,2,11.5,1,1,5,8,2,12.0,0,9.4,-0.8,-3.12,Dropout
single,Ordinance No. 854-B/99,2nd choice,Advertising and Marketing Management,daytime,Secondary education,148.9,Cape Verdean,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,148.9,no,no,no,yes,female,no,20,yes,0,5,6,5,11.6,0,0,5,6,4,11.5,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent ,5th choice,Social Service,daytime,Secondary education,134.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 3rd Cycle,Skilled Workers,Skilled Workers,128.4,yes,no,no,yes,female,yes,18,no,0,6,6,6,12.5,0,0,6,6,6,11.66666667,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent ,6th choice,Basic Education,daytime,Secondary education,128.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,120.3,yes,no,yes,no,female,no,20,no,0,6,9,3,11.66666667,0,0,6,10,2,11.0,0,10.8,1.4,1.74,Dropout
married,Change of institution/course (International),2nd choice,Management (evening attendance),evening,Secondary education,133.1,Brazilian,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Administrative,Farmers,100.0,no,no,no,yes,female,no,37,yes,5,10,11,7,13.42857143,0,5,10,11,10,11.6,0,8.9,1.4,3.51,Graduate
single,1st phase - general contingent ,2nd choice,Tourism ,daytime,Secondary education,131.0,German,Basic Ed 1st Cycle,Secondary Education,Unskilled Workers,Technicians,126.1,yes,no,no,yes,male,no,18,yes,0,6,6,6,13.66666667,0,0,6,6,6,13.5,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent ,4th choice,Tourism ,daytime,Secondary education,118.0,Portuguese,Secondary Education,Basic Ed 3rd Cycle,Unskilled Workers,Unskilled Workers,111.7,yes,no,no,yes,female,no,19,no,0,6,6,6,12.5,0,0,6,6,6,12.16666667,0,12.4,0.5,1.79,Graduate
single,Technological specialization diploma holders,2nd choice,Veterinary Nursing,daytime,Technological specialization course,140.0,Portuguese,Secondary Education,Basic Ed 3rd Cycle,Technicians,Technicians,140.0,yes,no,no,yes,female,no,21,no,2,6,7,6,13.0,0,1,6,15,4,12.8,0,12.4,0.5,1.79,Graduate
